genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000425165	8	8.0	1.0	2.6218294267517327e-42	7.425151952810543e-34	3.64238949312564e-39	2.6141381142653993e-36	2.921648063624143e-29	2.132701695261849e-29	0.0	4.104510300189927e-30	1.0	1.065481986721598e-22	4.566323083208777e-28	9.969703707239759e-34	6.474837442181707e-38	4.25013824229717e-42	1.9372828199269125e-28
G000620065	4	4.0	1.0	5.403988697558882e-38	4.0017681119409456e-33	0.0	1.3166391409168981e-36	1.0	2.841802905115508e-20	8.187850799354949e-34	5.855523070529678e-34	1.0131180834283332e-19	1.5406457265498706e-22	1.719287255966262e-12	2.890550124253711e-23	1.2724210445608636e-40	4.723428705823718e-32	1.8647376123694798e-13
G001306055	4	4.0	1.0	3.497773210069211e-34	3.9482098364162037e-19	6.289478292294986e-31	5.056380992401207e-23	1.0	2.5431476027040724e-16	6.671092806073689e-33	1.3864779456449316e-23	1.1940186724233082e-33	3.0777259911347594e-23	1.570212258521103e-21	9.552028439052673e-12	8.507621876484191e-19	2.0322670927905346e-23	3.7445085003276085e-21
G000177615	4	4.0	1.0	1.1415680226541216e-33	7.236063961565953e-13	1.363650362086189e-23	3.0908399186807307e-26	1.0	2.8150843540465133e-15	3.5818372565084986e-36	3.814248091309606e-18	2.693720426345129e-33	1.98590373683944e-21	1.7047149108839091e-22	7.957559549076891e-17	1.3362947781118777e-32	2.586929817577167e-19	9.23336060116804e-32
G000328685	13	13.0	1.0	7.183153239532718e-27	7.006492321624085e-45	0.0	1.401298464324817e-45	3.8722405273569627e-13	7.95290804953396e-34	5.184804318001823e-44	0.0	7.023703818762095e-31	1.516204938399452e-42	1.3592595103950726e-43	3.441398702484288e-30	5.205571561243117e-40	1.0	8.16838442923434e-34
G000785515	2	2.0	1.0	2.276710834578856e-21	2.693284726394886e-21	1.0	1.275655753216902e-25	6.670872240724306e-23	2.8859287256451787e-19	1.2650241148111408e-32	3.629278202031137e-19	3.1152283604700996e-31	4.986738182628955e-28	3.940717366027841e-26	2.4822304816749048e-21	1.4125964288701508e-28	4.636533822296386e-28	3.434825415785763e-24
G001418015	6	6.0	1.0	5.742380976956668e-40	1.2851975907015179e-36	6.77082273179589e-26	1.0339610694013615e-31	2.9121523661854604e-32	5.014136540305732e-33	1.0	3.0570486057453778e-24	2.6310535221121673e-30	1.0960066602120956e-18	5.775702125101992e-27	5.688240638909512e-27	7.4132312825545305e-28	6.761045601092044e-32	1.304729215378809e-29
G000430905	13	13.0	1.0	9.84881592737558e-27	1.1335767124957654e-22	1.676703101493833e-32	2.6049386158973746e-22	2.1981786791020864e-28	1.0521475464216e-25	8.804918477295447e-33	6.903522078303291e-26	1.0024412996509625e-36	3.1179120728477445e-33	3.0328281442187772e-18	1.320521600903765e-22	3.88634132199913e-14	1.0	2.6170848798183855e-26
G000347015	14	14.0	1.0	8.419574187144632e-20	6.457476992072698e-29	1.2303683079096332e-30	2.4607917455639245e-28	8.141955202909829e-23	2.5815138646333798e-22	9.577068027510904e-10	2.858635350185536e-34	1.306137511157965e-23	1.5384295320436437e-39	3.1204559335779036e-12	3.492281117067897e-11	2.9839866445651243e-18	7.866823667503143e-19	1.0
G000304395	7	7.0	1.0	6.97566375540894e-42	1.527275196267618e-41	0.0	8.69136314838353e-39	4.950580499492648e-33	0.0	9.949219096706201e-43	1.0	9.342456861653555e-42	6.240918687354101e-22	3.372504220981945e-24	1.808931837966473e-35	0.0	1.5414283107572988e-44	8.589959586311129e-43
G900129075	3	3.0	1.0	1.3141058264694633e-35	1.2248398587953801e-34	2.802596928649634e-45	1.0	5.750537119155987e-17	1.564833813048216e-17	6.329449976045003e-18	3.4046536160855033e-23	3.6522866019935596e-29	1.6170031229618276e-32	2.6946912969433314e-22	6.716906420766578e-17	6.609133979616782e-26	2.5182606306700434e-23	1.8549111242298586e-21
G001778255	0	0.0	1.0	1.0	8.008661849071178e-24	7.164762919679753e-27	5.4583253934500955e-18	6.9869897052017484e-15	3.457918044617974e-20	9.03190200670331e-24	1.9946778874891519e-16	4.0508666339726997e-20	5.590721101480197e-21	8.586860692006004e-17	6.19017104158261e-17	2.1182753469657233e-16	3.4764693040862896e-23	5.9028207669009625e-12
G900100685	3	3.0	1.0	3.384140384410678e-32	3.488916030334957e-24	1.4376065279250124e-38	1.0	3.703292925633293e-24	3.31545094113192e-14	1.1073850158294898e-22	1.0347468638649991e-30	3.2229864679470793e-43	4.840000817870059e-40	2.9362080338183998e-28	3.0705758189987086e-21	4.342523926146683e-31	1.4171546952106232e-24	8.207147387952869e-26
G000368925	8	8.0	1.0	2.7355085875793735e-37	1.4479105210716782e-29	2.697268523270059e-25	9.463159106176638e-37	2.3752202503260006e-21	1.0153532966956877e-21	2.6571604972153294e-35	2.5505734525096144e-21	1.0	9.247787133509835e-15	7.158648495702354e-18	5.0968705441035127e-17	2.129709883463865e-29	4.803248445664398e-33	1.296737567870868e-26
G000176855	9	9.0	1.0	4.848492686563867e-43	1.2492016157239314e-28	8.907319610552216e-32	1.3458438869557396e-35	2.5057236356864582e-18	1.2091848978922334e-20	3.7326399351604024e-30	6.846691803338699e-18	8.654373209659224e-32	1.0	1.0010646533942236e-08	6.489314294255699e-12	1.5414283107572988e-44	2.6709462738960233e-31	2.8870430656058475e-25
G000764205	8	8.0	1.0	0.0	4.505414016685871e-37	1.3002858890504973e-31	1.668365492667548e-38	1.6015504942347513e-26	9.574194224283595e-30	0.0	3.7639049933421326e-33	1.0	1.6615716777728523e-13	1.4899664786856236e-31	7.732675142145573e-32	7.912936466160202e-33	4.0483512634343965e-42	7.245924785320639e-28
G900102205	6	6.0	1.0	9.654125718372207e-34	1.4843081962203222e-34	0.0	3.4684127499154784e-32	3.481258163097524e-24	2.9441428571959136e-32	1.0	1.155160389066163e-40	1.0006214635244696e-31	3.0527577270595268e-33	1.5302105618537113e-34	8.109556964483716e-17	1.1638387044442855e-34	3.077348113789569e-32	4.588144411146481e-30
G000157975	3	3.0	1.0	3.022315040524746e-20	2.8506627849577754e-20	1.3328736487406032e-32	1.0	3.036387218455154e-22	3.233425244607703e-15	7.980683910991383e-27	9.07807916308178e-25	2.748787010222376e-34	2.101986941812537e-35	9.952827123284975e-20	7.109639202461444e-17	1.9515785929297808e-18	2.433988969077514e-20	4.90111525311681e-14
G000420285	8	8.0	1.0	1.9245928195631755e-34	1.6406420620957761e-28	1.4957363398868752e-37	5.410669153444274e-24	1.6340259757457293e-15	1.4355518812806922e-30	2.9816548464210593e-40	9.764291830707532e-23	1.0	1.8271339996545066e-08	5.1130730270699563e-17	2.6059638573951233e-21	9.076844633320742e-30	1.4341211077604377e-33	2.515171899438192e-21
G000185045	2	2.0	1.0	1.2376268036916784e-41	1.4246861356943983e-40	1.0	1.0519127182147104e-40	2.449567806532283e-39	4.050806797521374e-34	0.0	6.190999673817936e-39	0.0	4.344025239406933e-44	0.0	2.7347880959609562e-40	2.382207389352189e-44	0.0	5.681564623604971e-41
G001816475	12	12.0	1.0	8.709317171632844e-17	7.655665368874319e-23	1.2685210764044416e-27	1.879081033504925e-23	1.0852892946055523e-18	8.586853875026942e-26	1.2859567774831827e-30	1.106176457256864e-24	4.434927470787684e-40	1.2109645402100448e-31	1.0286048270440152e-20	5.676336314363353e-21	1.0	1.7920587696570329e-25	7.523142699084051e-12
G000245215	13	13.0	1.0	6.073848319603453e-39	5.64420289355234e-30	7.494821521237367e-25	5.892697682038815e-19	4.1897266478979154e-24	4.996557252337228e-23	4.701444939896681e-24	8.563422026578598e-21	1.3825520787543678e-33	1.4390217290153365e-31	1.9757595907289742e-32	5.988615365642702e-29	4.076356143853563e-25	1.0	2.06742283680389e-23
G001274915	2	2.0	1.0	4.356946780702288e-37	4.330012254763685e-42	1.0	3.164481568720728e-22	1.1913497947843708e-30	6.190594148414164e-10	2.864826486076775e-33	5.923905925070614e-29	7.316333088759314e-36	8.411343357815659e-38	1.4131034868770386e-35	1.1934771544916347e-25	1.0175859628966667e-30	3.951500432323053e-31	2.678274616009558e-29
G000993925	12	12.0	1.0	7.753635632902625e-20	2.035978254209267e-21	5.256949927685286e-20	1.6102526671249104e-22	4.1692086629489735e-16	5.124772206432763e-16	2.57997267201323e-26	3.9086994469200897e-23	5.532669732597168e-30	8.217341275367646e-23	4.764677963243626e-22	5.819863091883343e-14	1.0	4.998214675035355e-31	7.61259595806604e-15
G001477055	1	1.0	1.0	6.14369640029013e-36	1.0	8.030464044394345e-34	0.0	1.8727851029947534e-14	2.8742104301384156e-16	1.6869111532110913e-31	1.0720988081194398e-30	7.63766517592527e-40	5.980342451701999e-17	4.3723721926034635e-26	1.3977315197744525e-22	1.829907851630394e-33	7.828711860567697e-27	1.2952175936369164e-22
G001303565	4	4.0	1.0	6.5031435324179955e-19	1.9660449478675676e-18	1.6416775989971692e-25	8.014588689228747e-17	1.0	1.5353380459354193e-12	1.2019004578435816e-20	3.801954739840996e-20	2.8148544722824787e-18	1.86050518030708e-18	2.244593899785349e-16	8.86118348836229e-12	6.420539725484802e-20	4.378430951135215e-11	3.369831853950009e-15
G000829755	11	11.0	1.0	5.894171297056959e-30	1.0280255357946222e-25	3.83903360490212e-11	1.7278423672561316e-18	9.676357771669552e-19	8.844192197175749e-13	3.2169964651661797e-25	2.8900637438766807e-09	7.78609497562103e-19	3.559324926807883e-12	8.931227285513543e-12	1.0	1.24988903411929e-19	1.2410627481496502e-17	8.316748846678643e-14
G000012565	10	10.0	1.0	7.445475141498151e-30	5.618275949790695e-22	2.559964817526013e-25	1.98773729951935e-14	2.878440583656731e-27	1.345498577993745e-22	3.5131809480452964e-25	6.954276154578264e-17	2.4864780373556883e-12	8.130539834059688e-14	1.0	2.02276679042186e-18	1.6365537188453114e-21	4.1870319196371866e-14	4.135948299204887e-21
G001434535	2	2.0	1.0	5.048667715418694e-32	5.674253419215857e-30	1.0	2.141892947844743e-19	5.350681607991048e-21	4.3925268560255845e-14	0.0	7.286389509331484e-14	3.4139046299098974e-13	1.1944648329968747e-26	3.2721822636404635e-19	5.420330506373697e-19	4.808730118654546e-18	3.2211673210779334e-20	1.9035154702325403e-17
G001515295	4	4.0	1.0	1.0256515369944338e-18	1.6313906180188048e-16	3.713440930460765e-43	2.6581885749318315e-32	1.0	4.3031290717724107e-16	3.6535248395308514e-30	6.218736455124702e-25	8.746008559459447e-24	8.435972979472548e-27	1.0836935556704578e-16	1.689443635715434e-14	3.145910520475394e-14	3.920060858335354e-24	1.8109096856710336e-24
G001580365	1	1.0	1.0	1.3452465257518244e-43	1.0	9.048521441528179e-17	1.461950804273041e-31	3.569865236752179e-11	1.444675241163048e-17	2.2308108342172306e-36	2.2779300032813532e-26	3.377129299022809e-43	8.729237968260127e-25	7.599027175363368e-20	7.82967395221762e-18	8.019086006228306e-39	2.580883533215672e-22	1.9698594907086094e-32
G001872925	4	4.0	1.0	7.143077909930181e-24	3.742072446961291e-18	1.0687377171221336e-31	5.315492084575078e-19	1.0	2.6283289780715258e-12	1.5616425502449865e-18	1.3357161474109272e-21	3.541287199281706e-26	6.689721047216961e-18	1.3083812210282778e-16	1.947375420641162e-12	4.0271175662133504e-23	1.3933976797161755e-15	1.1194140774918593e-13
G000428565	6	6.0	1.0	2.330084488161175e-24	1.0183248654800568e-28	8.224141571915013e-24	8.296804185386119e-17	1.0101342912084352e-13	3.59218270363712e-13	1.0	2.6371105329797768e-24	5.030589874125703e-27	1.750000039127973e-23	2.8583095785823394e-18	1.626773737939402e-08	1.831872199326465e-16	1.8214525589873037e-26	6.481921696815065e-18
G000431195	6	6.0	1.0	1.9267495945335876e-22	6.061676615477914e-23	1.3633253763198567e-34	1.097918507252253e-19	2.0759358129306967e-29	4.059747463273552e-27	1.0	8.009698397447334e-17	2.557430336089658e-30	3.0823827462199883e-28	7.922555567119078e-22	3.074305926963118e-19	2.3273513722325905e-29	7.164520406581156e-26	3.305367868516465e-25
G000433515	3	3.0	1.0	5.45683603469978e-37	5.150337236603546e-35	7.330588024061698e-34	1.0	5.454324891584016e-27	3.7246227272025365e-35	7.786718862266613e-34	1.3006656175482423e-27	1.8025528258492236e-28	0.0	1.7616143384566573e-40	1.0594572626907886e-33	3.08392882503906e-32	1.1819187860787518e-26	4.922997550647179e-23
G001767955	10	10.0	1.0	2.626831493277482e-15	9.231989475564472e-24	3.91009915694411e-39	1.294234073414723e-23	4.874692883738983e-22	8.367258880544722e-27	1.149156734084767e-34	5.671183737464974e-14	7.59680861450796e-24	1.9646719572977002e-19	1.0	5.962360506782558e-20	4.71473304841652e-10	1.2075364901157799e-32	6.222913473617847e-25
G000227665	9	9.0	1.0	2.0879347118439774e-42	5.833531225929776e-22	2.1035425742360294e-28	9.16560290610682e-38	2.497528103903387e-24	1.064982925795268e-28	0.0	9.510199733135844e-23	1.5252922189179507e-11	1.0	1.4492868742137858e-21	8.926066512008565e-31	1.8283327626686892e-31	2.0342914652013127e-38	1.0946462003614322e-30
G000469485	1	1.0	1.0	7.472181185899539e-33	1.0	9.351204548366506e-28	1.868201303548596e-39	5.179171838678987e-16	6.691078755039361e-24	2.134119889887585e-27	1.2749636009579085e-27	6.643556019363958e-42	1.6528934754361818e-26	2.6850760451313254e-30	1.8164940714621384e-23	2.844112886603407e-35	1.1833067059092897e-21	9.449244629452315e-35
G000020505	11	11.0	1.0	1.1066491821543177e-24	1.6078624599972883e-25	6.170718491823899e-25	6.7823140528250265e-22	2.930123176316297e-19	1.429703894490879e-23	1.1388941634474285e-16	2.6311444489510718e-22	9.610698035801471e-18	4.4356330403377137e-14	4.759677540988605e-09	1.0	7.608151961008496e-23	1.9788858282782023e-21	1.1661158171387116e-16
G001564175	13	13.0	1.0	8.149910707366802e-23	3.441188806213005e-30	2.0091073920114207e-27	3.09146952582552e-23	6.453413920869816e-14	6.897159200197488e-24	8.665629703384669e-42	1.6088216293828587e-30	1.4995778964154257e-19	1.3032352918876569e-24	2.5475836068930717e-17	1.530161207566631e-15	1.1272375871948905e-15	1.0	3.555102989338116e-13
G001464115	11	11.0	1.0	1.2047727344782825e-22	2.558609686061951e-31	1.333325589584296e-33	7.776647248244225e-21	3.229129063720727e-19	1.55805570529009e-24	5.092236291640113e-28	3.574296395933896e-17	1.44317487660101e-35	4.141307746042034e-25	4.454958624222627e-09	1.0	1.7165724069500947e-14	4.809253513547544e-14	1.9332697942520127e-10
G002020725	9	9.0	1.0	5.14992102311067e-29	1.4318682518930733e-19	5.602866277759235e-22	1.4023262148487114e-27	7.355497794591395e-17	1.9285143710418757e-22	9.512192445611055e-31	1.4909376198849464e-25	1.0500884287546058e-14	1.0	1.3929345644522642e-16	1.4807411430509727e-17	6.532092122631571e-24	1.307635805151324e-19	1.7004781986171117e-17
G001969935	14	14.0	1.0	5.184266394440864e-18	1.4253757865528554e-29	1.7374875029518307e-31	5.414374556375614e-28	5.192076187882541e-21	4.0479275275664634e-22	3.23149505876657e-19	3.042464428698577e-36	2.981698855401866e-26	1.2356649858416237e-41	7.444676334954084e-16	4.700269578931937e-13	8.346242533902037e-14	1.8946030385719818e-19	1.0
G000325285	8	8.0	1.0	0.0	4.1776633659819835e-38	0.0	0.0	8.265515468256644e-28	1.5892546273447048e-40	0.0	9.320242681681101e-31	1.0	1.746857730041161e-24	1.7794391989188355e-29	2.371579493383241e-37	7.815041535539505e-42	2.312142466135948e-43	2.6838184763414785e-36
G001794145	0	0.0	1.0	1.0	1.1083765656696221e-25	4.2775170919528413e-38	1.2583670698972434e-33	2.4956481405141683e-27	6.303396175714436e-35	4.089311125173016e-34	2.155779514339746e-26	6.574614937516105e-39	3.75630677418257e-31	5.426320407689574e-30	1.2427129050515784e-22	3.473995398422193e-20	5.82321046467974e-31	1.3720078404781787e-25
G900111595	3	3.0	1.0	4.2688286496497756e-23	4.361861095564105e-18	4.719339363745689e-10	1.0	1.141538759127434e-16	1.8011748759150237e-09	1.1692353458698683e-21	8.320357524671301e-16	4.0176492610257455e-31	1.8618177349934426e-19	6.97709075230006e-20	1.0869690056077106e-15	2.6715650766972148e-18	4.9298846255263484e-12	5.156708393627696e-12
G000518705	8	8.0	1.0	0.0	3.363116314379561e-44	3.923635700109488e-44	1.401298464324817e-45	1.727605974177872e-32	2.9363228411001514e-40	0.0	1.1526300673438324e-33	1.0	1.31100951610861e-23	1.2166611033835647e-29	2.982663781315373e-41	3.5220515862032817e-40	3.5032461608120427e-44	7.271123621944437e-35
G002009735	14	14.0	1.0	2.4979690771494054e-22	5.423783494525923e-27	5.000645673820256e-40	1.6903135924159392e-22	2.0480407977300503e-17	1.5707769506530447e-19	9.747224919686384e-20	9.816480616472386e-20	3.235618212908144e-17	1.3380737252478027e-19	6.440736832757921e-10	9.018568530860804e-11	1.4128364706154434e-24	1.918223439457375e-19	1.0
G000503775	5	5.0	1.0	2.5034802566485057e-24	2.3405205501731012e-28	4.761739190052236e-20	4.6136412255451395e-17	1.8707147975735963e-21	1.0	4.39675361829023e-28	7.914764384561112e-29	3.132897008509088e-34	1.050685514019211e-29	2.5959796803689606e-23	2.365897462750649e-13	3.984010202987741e-17	9.268497027648752e-27	1.1120062771333106e-17
G000742475	7	7.0	1.0	4.3391085420040486e-33	6.017764841972472e-30	0.0	1.0099886492350961e-34	4.4306351035529644e-33	3.464009803810948e-42	0.0	1.0	0.0	1.2739008088737215e-24	4.510499529430945e-09	1.5314466791665362e-29	0.0	7.682022998553779e-38	2.5915621153237508e-34
G000385295	11	11.0	1.0	1.3265989310338599e-17	1.8891509230301853e-15	2.8501219380841364e-18	2.9729564276792706e-24	3.78495238623211e-12	4.103931380654551e-15	5.596072243834252e-15	4.190694084823973e-20	2.4084730036853338e-17	7.103906221953005e-13	2.1011077599997208e-10	1.0	2.7478960628526893e-19	7.020286045197888e-13	1.1600739628896822e-14
G000312105	1	1.0	1.0	1.2113252722953802e-38	1.0	3.804169424684775e-30	0.0	2.96772088228182e-17	5.228397516481849e-25	8.796440578717759e-37	3.979845876982079e-33	7.782493654581346e-36	3.4582892272623038e-34	1.1382904248165024e-31	1.3658521427529225e-31	0.0	1.4931330413545918e-27	0.0
G000427335	6	6.0	1.0	2.2985638840166407e-40	1.0098103807528276e-36	4.049848183359402e-27	2.1345830278909615e-28	4.99441923887542e-32	1.048478800792209e-30	1.0	1.4161076874627777e-22	7.66116731839268e-28	1.0770185410350397e-21	1.448008500876808e-31	1.558278017337234e-21	1.2336433527204592e-31	3.78430363150199e-34	2.1416582839548744e-32
G001777435	12	12.0	1.0	1.1243276644331414e-27	1.8592167843566003e-30	0.0	6.711568795910095e-35	4.0941979588583665e-26	8.657078889107298e-25	2.872661851865875e-43	5.797360712076945e-33	2.382207389352189e-44	3.244027917271872e-36	2.493804532519324e-25	4.134601047841071e-24	1.0	2.2071700098722784e-35	1.134130429742358e-22
G000935025	7	7.0	1.0	0.0	0.0	0.0	3.7330591089613127e-42	3.5205980894471205e-26	0.0	0.0	1.0	1.0930128021733573e-43	2.9350940624570566e-24	5.836847999526784e-37	2.415848485122947e-28	0.0	0.0	6.755588598444078e-37
G000855665	9	9.0	1.0	1.2647840553548159e-30	9.064671667359425e-21	1.9550618755308422e-22	9.740546801916018e-25	2.3028316753492817e-10	9.148970542759918e-24	2.1704326545639015e-35	1.0240741834719423e-14	1.4576953948768778e-17	1.0	2.719347330217463e-17	5.247263758517576e-16	1.3522663449823636e-35	1.5088296015129411e-24	1.8902513680178032e-25
G001412595	9	9.0	1.0	3.33077022255266e-33	1.7119094485572696e-22	1.172721006887545e-26	1.3803974159764098e-32	2.679657539726186e-19	2.1489498841443742e-17	2.344235788293055e-37	9.008784928980773e-15	1.803300745694173e-15	1.0	2.389211805337016e-16	3.11345575964656e-25	5.409012072293794e-43	1.0901564915239626e-33	3.133834827423871e-23
G001187555	8	8.0	1.0	1.1210387714598537e-44	2.681616890718984e-37	0.0	7.899119443398994e-42	2.694909234051095e-28	2.1425573259833588e-39	0.0	3.502805278684003e-35	1.0	1.8543709825923153e-16	1.7004992801594215e-30	3.53449426457702e-36	7.373119608583568e-30	0.0	2.03622516873167e-30
G000826105	8	8.0	1.0	1.401298464324817e-44	3.3753150098750785e-36	0.0	0.0	4.214375679239339e-26	2.1428349538000475e-32	0.0	1.2937410720203643e-37	1.0	3.4344541618141123e-19	9.490798125165143e-33	2.2079037180893956e-34	0.0	0.0	1.5733457031779232e-24
G000218235	6	6.0	1.0	3.532509036160104e-23	1.8457877161330867e-25	1.5662762495237733e-28	1.9162087552555135e-15	9.622890091168476e-23	1.5962054399183016e-21	1.0	6.412357725809077e-22	2.0165050755022754e-31	5.692835800890819e-22	1.7172351911544683e-20	1.3328668680909206e-12	8.295955997738351e-23	1.7164549029584765e-21	1.1121869850778805e-20
G001793625	12	12.0	1.0	3.4667962944823216e-11	4.793100886716003e-21	6.299939947815406e-26	5.822658358493046e-30	6.947253060305444e-16	3.606703613106675e-24	4.001279547101385e-33	2.3692506678963962e-26	2.346908681035847e-40	1.4507699591192014e-35	3.496045360765892e-23	8.445767998614466e-18	1.0	7.962194983525266e-27	3.247842533110612e-13
G000994895	12	12.0	1.0	8.900871025676444e-16	1.9176635892905607e-23	1.1177894789393367e-26	6.654874969870374e-26	2.556860768335099e-18	5.677642708648736e-26	4.440172264438982e-28	8.574051371277424e-27	1.460087777970102e-33	9.49105658698553e-32	8.0286749031378365e-22	2.7205274998166653e-19	1.0	1.3301653946552127e-26	9.6556455413625e-17
G000731315	7	7.0	1.0	8.680231233382933e-39	1.940726906868191e-39	8.580150497060855e-41	2.4082070810592717e-39	5.037997710878483e-29	3.517259145455291e-43	0.0	1.0	1.3064112725631971e-31	6.181273450735756e-25	1.0384308576535203e-25	4.293968078085097e-36	0.0	3.786304863281587e-37	1.1360150602352622e-35
G001868715	2	2.0	1.0	8.547347351114924e-25	6.1092997693030936e-27	1.0	1.0678908523817808e-22	5.895016786283684e-18	9.696595333315641e-14	3.226980633572265e-30	2.1834716983226037e-19	1.1646922363577022e-25	2.4438800458756023e-19	1.8289782458007935e-27	1.57263082263447e-25	7.271728385454049e-14	1.818601750028708e-23	1.0385515859031181e-14
G000712055	3	3.0	1.0	9.243639435042534e-27	2.6873734950203647e-21	6.182078404748381e-09	1.0	1.0807569275966812e-26	4.6507736491162646e-14	2.6938333991726017e-18	2.3841764832169533e-24	6.315176825921753e-09	9.555126247924104e-27	9.61382988056694e-15	8.650982118434559e-15	6.314786545326275e-18	7.902168061101768e-18	1.603149443708471e-14
