genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000220525	6	6.0	1.0	2.7537724056230543e-19	6.002991379193873e-25	1.2020535722061395e-17	8.260621055461784e-15	1.2215222967284618e-19	4.262428693964544e-14	1.0	2.4940949496894288e-21	2.741751144877186e-18	6.729913405765055e-16	4.495026821192596e-15	8.238177251485013e-09	3.60149020672576e-18	3.427546945205353e-17	2.7902590889119106e-15
G001536185	11	11.0	0.9999997615814209	1.1342362812860607e-11	3.8577226363538614e-18	1.8570983916247827e-14	2.505410101605321e-09	6.025843157786426e-10	1.8397291468019716e-09	2.2931602363523984e-12	4.930954190969505e-13	2.166759068174262e-13	7.387840424193321e-16	3.423433270199894e-08	0.9999997615814209	6.645130667948251e-08	1.815551975425933e-08	1.4003612136548327e-07
G000468815	4	4.0	0.9999998807907104	1.330491923232091e-12	9.35454491646226e-12	4.360271764952312e-22	1.2454244746606946e-08	0.9999998807907104	4.044963322624717e-11	6.531702956280583e-10	5.354486298791983e-11	3.8648897970894325e-10	6.37194352837156e-10	5.982788309211173e-08	4.31844976445106e-11	2.81972223348248e-11	4.1074123811359053e-13	8.779720062079832e-09
G000009545	2	2.0	1.0	1.47721244958543e-13	1.0265176405907105e-16	1.0	1.5667096509019984e-09	6.573395121408851e-14	1.03670771967046e-09	1.281512829881537e-11	3.427572115022315e-10	1.2466868086914024e-15	1.1219631994296986e-11	1.8430480123836357e-13	3.6486196286489303e-09	6.996358787453305e-13	6.106127973040665e-13	1.551086169226945e-11
G000826525	1	1.0	1.0	1.1104047911518939e-23	1.0	2.3970403347685474e-27	1.9016106251263506e-28	6.352491310757102e-10	2.9729331127576394e-17	1.1756840881325456e-22	6.336475147009223e-27	4.830747787709865e-29	3.700847006002567e-18	5.7391383221608225e-18	4.21546997947692e-18	2.5825276106774542e-30	6.613073416323001e-17	7.683807350579355e-24
G001439535	11	11.0	0.999874472618103	6.695027110481533e-08	4.837435767512943e-07	1.321742382209834e-09	5.013509394302673e-07	6.825554805800493e-07	2.560351930469551e-09	7.101014221078117e-11	6.631348803409765e-10	2.9584573439933592e-06	9.636248432798311e-05	2.379334000579547e-05	0.999874472618103	2.0870624339863753e-08	4.1214935464495284e-08	5.64023309834738e-07
G000992365	12	12.0	0.9999995231628418	4.825672590413888e-07	1.314490207932333e-15	5.6257729459099556e-14	1.3769854634510578e-15	2.0583543550167782e-11	1.3329939365855359e-12	1.1609045972790777e-13	3.9363804815724477e-16	2.350160244658918e-17	1.9979154591717946e-15	2.8990044739773957e-11	3.425309341720251e-11	0.9999995231628418	5.20349822258348e-13	5.996654728335216e-09
G000431535	3	3.0	1.0	1.982798673920384e-15	5.265438751678175e-09	1.866358325210756e-15	1.0	2.4832471148816815e-11	3.150446126198858e-09	2.2752973550393962e-12	3.47599851124869e-08	9.805592102174465e-12	9.582598081735779e-15	2.7488969323030688e-08	4.395817398972213e-08	4.3009858370114673e-13	6.636729832365518e-09	1.3783910013387413e-08
G001788275	12	12.0	0.99998939037323	1.048269223247189e-05	2.6070144163226386e-16	8.802758326952043e-13	2.586992939729711e-16	2.6308500888944972e-17	3.705982596540272e-14	7.495379990582053e-21	4.1356254609515656e-17	1.0880719880888235e-16	1.0077100829133934e-12	9.790332742643307e-14	4.968128095332244e-14	0.99998939037323	2.291865284232839e-20	7.047592731623809e-08
G000634435	14	14.0	1.0	6.5779066729958115e-15	3.3719981481572374e-19	1.1308221205133875e-13	6.661032792373454e-15	4.4826942158238126e-09	1.8937689957865267e-11	1.619987130552225e-11	2.0626911094966116e-13	1.4036635623358024e-13	6.036193073155616e-11	1.622709328019667e-10	1.1113238107540724e-09	2.948864263885298e-09	2.395127707277567e-10	1.0
G001751225	10	10.0	0.9999182224273682	6.918166733926867e-11	4.424425270599386e-08	1.5795523526304645e-12	3.637448386939468e-08	3.824191310286551e-07	4.741243628814118e-07	1.0084513779595738e-10	7.344540620124462e-08	1.4826818528490548e-07	1.649243858992122e-05	0.9999182224273682	8.143982995534316e-06	1.307731025690373e-07	7.981822314206966e-09	5.5792297644075006e-05
G900100005	7	7.0	1.0	1.2010803060593476e-27	2.927409201385523e-26	3.7956624567034674e-29	5.797298954993502e-24	5.58158212896055e-20	3.084525102541876e-27	5.258813824390054e-28	1.0	1.027347361935165e-25	1.847459537849855e-15	1.6370227439851196e-20	4.195186628746545e-21	1.181431013423532e-35	1.2633317490731835e-24	3.883311033508535e-25
G001748225	10	10.0	0.9999996423721313	3.4476980732139895e-12	8.806764345559159e-11	4.838148900537571e-19	1.0652749671692229e-14	4.288170364044781e-15	2.339559934672053e-10	3.188234398709966e-12	1.5862518546946869e-12	8.164174418200642e-20	7.046348504680111e-10	0.9999996423721313	6.073080927038177e-10	4.3950722747353784e-15	1.6861956275704415e-10	4.05863119112837e-07
G001468925	10	10.0	0.9999806880950928	7.342428748335905e-11	4.0356372639897373e-23	3.2118993845608925e-15	5.085946312537171e-13	2.88899293376943e-10	1.1121163018268376e-10	5.214681117471365e-11	3.9118071303891055e-13	7.104638655164308e-09	2.429453556732075e-12	0.9999806880950928	2.1028477570350645e-10	1.8131910110241733e-05	1.068067401015227e-12	1.2205686061861343e-06
G001783905	12	12.0	0.9999557733535767	4.0895745769375935e-05	1.1672997637934834e-12	1.8756357447331345e-16	3.621896890477344e-13	7.904144561088344e-10	2.3892018463471387e-13	1.3649133804802e-14	6.234870692650718e-12	5.187149454917735e-20	2.3424977371256164e-14	4.792412300336224e-11	3.3276314752583858e-06	0.9999557733535767	2.8157383109156386e-12	2.955380651314954e-08
G001401485	11	11.0	0.9999998807907104	2.1563364971648874e-13	2.0025261559652313e-13	1.0673442977761227e-16	7.806453000572342e-15	3.7781726532071236e-12	5.634093191986267e-11	1.4865256803275884e-09	2.9312896554500867e-09	3.156447325736167e-10	3.915905821827437e-09	7.729673257017566e-08	0.9999998807907104	3.376979034949712e-12	4.80129880298108e-10	4.22976098590766e-09
G001604585	11	11.0	0.9999468326568604	9.726515383043366e-13	3.628754796647371e-10	2.3699642203136294e-19	1.8065913209852624e-08	2.0298546132835327e-07	2.1386586013250053e-07	1.012223638241494e-08	7.055181754367368e-07	3.1823231116251405e-12	3.869767617459274e-09	4.537114728009328e-05	0.9999468326568604	1.56431765869873e-13	6.618441602768144e-06	2.7819632819614526e-08
G001822935	0	0.0	0.9999995231628418	0.9999995231628418	1.4502980413833022e-11	1.4636824623961403e-21	5.733485517953052e-13	8.287240685356245e-12	9.516293401415897e-16	5.329407954951114e-16	9.93340912996965e-12	1.4225420489804794e-19	1.1414278810323308e-12	2.1038937952910786e-11	2.894474278036796e-07	2.6076727976942493e-07	2.5940144129932285e-12	9.481392337917782e-10
G000148645	8	8.0	1.0	1.8328560479470355e-18	1.0951228835711594e-14	1.7530972511825354e-19	1.2297420026730066e-11	5.239093880948786e-12	9.55728985535531e-13	3.364800772099231e-20	1.3830513882588658e-13	1.0	7.787827271954484e-09	9.419057200865666e-11	6.177933903654068e-15	2.0033567988249562e-15	3.444402900855714e-17	4.919366997091501e-11
G000017225	13	13.0	0.9999994039535522	1.5798113407891422e-16	4.432874736136509e-22	4.580858695840684e-12	4.316588753106032e-11	9.53571856893154e-12	5.905066474860832e-14	4.045714041556181e-10	5.445695741363694e-20	1.8147995313553406e-13	6.872620296627056e-19	1.0772567560213275e-10	1.6155214102239746e-12	7.754173692031685e-11	0.9999994039535522	6.048346108400438e-07
G000220155	6	6.0	0.9999985694885254	5.412304979190985e-11	3.13764985283312e-16	2.063972256993729e-11	1.995074150329401e-08	2.785593533616293e-09	1.0613295131634004e-08	0.9999985694885254	5.578909187918535e-13	2.3797715534290553e-11	2.6811897146927777e-09	2.4312244661928162e-08	1.3593552239399287e-06	1.1943915190215648e-08	1.50556511702149e-11	4.097852723816686e-08
G000317025	14	14.0	1.0	1.3273359353887127e-20	4.2237695963193735e-21	1.055242592879428e-25	7.925388903055143e-24	3.214102252558905e-17	1.0071343751993983e-18	3.407610712957721e-26	3.733840940041229e-20	6.132781886901895e-22	2.29621814255311e-17	3.1904374320746177e-19	5.532434870265273e-16	1.730107358172508e-15	6.168119018436353e-21	1.0
G000517105	14	14.0	1.0	4.5151809246162176e-17	6.349995263768213e-14	1.7931123356195777e-17	2.2826539107913736e-18	3.1028749448297477e-13	7.341177379129081e-16	1.3459920893760513e-21	2.1029755992889832e-18	8.82032017762603e-17	4.451380060453529e-14	1.0513660138429054e-16	1.604366058306436e-15	4.900145502036157e-13	4.377058199949597e-20	1.0
G000404025	3	3.0	0.9999997615814209	2.1636947062590034e-13	7.714379036898142e-17	2.8465760564672093e-13	0.9999997615814209	2.0634801159435945e-11	5.086331881934761e-14	2.5474844456141454e-11	5.234156749515939e-13	2.8667926776555887e-19	1.1725178933243846e-14	1.1096214613814936e-08	3.825846930927135e-11	1.5277241971478617e-10	5.68236124820487e-09	2.9638667342624103e-07
G900107765	11	11.0	0.9997702240943909	8.335285586746899e-13	3.981805996033927e-10	7.024954229439828e-11	4.1533181502018124e-05	8.042583772294165e-07	0.00018318572256248444	1.6116430856527586e-07	6.467359980888432e-11	8.641711701784516e-08	3.638917389636731e-09	4.071527200721903e-06	0.9997702240943909	9.262638989149252e-10	5.033279695809689e-11	1.3494764417032457e-08
G000436255	5	5.0	0.9999916553497314	4.3071646047396486e-18	2.6333335695174963e-22	1.393041237918169e-08	8.314078513649292e-06	7.496787045313535e-12	0.9999916553497314	4.510318442514649e-13	2.7916320154487897e-23	4.3590839623889113e-14	5.651888882791893e-17	4.1115534088476124e-08	6.895339469759412e-14	8.95358717994e-16	6.837577379292803e-12	1.0274894712836158e-08
G000021905	10	10.0	0.9997139573097229	1.357910311972077e-10	1.233358415397845e-09	4.092659066192491e-15	6.693680461467011e-06	2.409019095317433e-10	2.4676676275703358e-06	2.505775621719497e-11	1.8344776364642712e-08	1.8478109771136267e-16	3.434479722841388e-08	0.9997139573097229	0.0002721196797210723	2.8242946176204597e-13	2.704300117173375e-10	4.685611202148721e-06
G000513855	13	13.0	1.0	2.1264373071911757e-30	3.295784441113194e-26	7.546403656715572e-25	2.3527425784542168e-18	1.6917709646171336e-15	2.439701586438273e-16	6.687783781645866e-25	7.767164444864062e-35	1.4558445262186075e-25	4.431783279527921e-26	1.2203818473082985e-18	1.7730599175713999e-25	8.683094635833713e-28	1.0	3.624797261255361e-18
G001897525	11	11.0	0.9999996423721313	1.05215587206622e-17	8.08419891562529e-17	6.253815010676203e-21	9.682605828231772e-10	1.8052762409959122e-11	3.640140988636631e-08	4.161489357557002e-07	3.906963250653071e-19	1.0155433758469654e-13	4.779716119424071e-14	2.361098989933641e-11	0.9999996423721313	1.2029303836554457e-16	1.4584444762988369e-12	1.7477090955009267e-11
G001873525	0	0.0	0.9999994039535522	0.9999994039535522	2.6072137070815016e-12	5.17868175885222e-22	2.641943467381752e-13	1.2111310218609894e-12	3.0409740480949465e-13	1.7005057801274567e-15	3.928877622544347e-17	1.7726664057709793e-19	9.159894929144582e-14	1.636127500148632e-08	4.172146655934128e-11	6.520814395116759e-07	3.0465601943831884e-16	2.7158813392658132e-12
G001603695	6	6.0	0.9999693632125854	4.3497426797586836e-13	2.046708241526963e-14	8.826331206079634e-20	7.44826422760525e-10	2.2296259061249657e-08	1.3415502042590788e-10	0.9999693632125854	9.82458758618135e-17	2.8686065025110286e-13	2.8352216407956377e-11	2.0892908236813668e-10	3.0586936190957204e-05	1.1548518218107429e-12	3.730384404154741e-11	2.936086573868124e-08
G001775605	12	12.0	0.9999998807907104	8.375866400456289e-08	1.896749359138472e-13	8.230256016181126e-18	1.1022557268441642e-15	5.057585860529512e-12	2.5797057632420684e-12	1.616858762525719e-20	2.3031121552913414e-18	2.1489137725407574e-20	1.9792930586615826e-14	1.7720497107447802e-13	9.11298947414707e-09	0.9999998807907104	9.745246872926855e-14	2.2676236444141296e-09
G000427365	6	6.0	0.9999841451644897	7.752403163863164e-10	4.455591451346663e-11	3.310943171662874e-19	6.291140941527829e-10	2.0355780949721236e-10	1.239023605936751e-10	0.9999841451644897	2.698153319150541e-14	7.478401613493504e-17	3.5357632555133023e-07	1.8189662114309613e-06	1.0865320291486569e-05	4.8568800890824715e-12	1.3729384382848986e-12	2.851403451131773e-06
G000435815	3	3.0	0.9999927282333374	2.428392108405652e-16	2.7642410319809844e-14	3.759029532091063e-09	0.9999927282333374	9.091455344632793e-14	9.429780511993613e-09	5.072081643575643e-10	1.4159561788048072e-15	5.754580907385738e-15	9.711359795212642e-15	4.440633971647401e-11	1.081616396447771e-08	1.5771048746462957e-12	2.977872526344072e-08	7.241709226946114e-06
G000403335	3	3.0	0.9999873638153076	2.872051290216305e-16	9.702849634862787e-10	5.154130011675306e-09	0.9999873638153076	6.805047519410634e-13	1.2682920896622818e-05	4.467128056351299e-12	1.508797115024052e-10	5.1734429842797915e-17	1.1077185599583624e-15	8.401649330674194e-14	4.4337597829291475e-12	1.8274493029935002e-10	6.653592954375398e-11	2.4654149832770145e-09
G000014865	10	10.0	0.9999815225601196	1.8216346811932637e-17	4.761219842119705e-17	1.6629899434595438e-23	8.610524515617612e-10	1.8467606333061326e-09	1.7067715581240046e-14	1.8699305341998707e-13	1.4518371244776063e-05	6.141903097223178e-10	3.305787458884879e-06	0.9999815225601196	3.651395574788552e-10	9.38274171662231e-16	8.008427498625362e-14	6.47079104965087e-07
G000989195	10	10.0	0.9999504089355469	1.029398646323898e-07	4.167493580049461e-15	2.1722159932336532e-14	2.9516105115590108e-09	1.4979303353257478e-09	5.776374170651799e-12	1.0704846731268702e-11	1.2168000466772355e-05	1.974294727702386e-09	8.376960977329873e-06	0.9999504089355469	6.6870726733725405e-09	2.7805945990166947e-08	1.7584315080421131e-12	2.8972059226362035e-05
G000091085	11	11.0	0.9999998807907104	5.347092126711805e-13	2.7457311492099033e-16	1.3513814276220711e-17	2.0293596515144792e-14	1.4430376381671661e-12	1.839024809172085e-12	3.1506128261860056e-10	9.121640248688223e-11	1.068711308685466e-12	2.96767332930159e-11	7.524364065147893e-08	0.9999998807907104	2.2693107701136916e-13	1.6356251464344496e-08	2.3939108473314263e-08
G000814325	11	11.0	0.9999362230300903	8.13202196553453e-12	8.735808083859542e-12	3.176425390619998e-14	1.460462954128161e-06	4.814520480067586e-07	2.2680411859710148e-07	5.9435071307234466e-05	1.202967196342608e-12	1.1634588691772363e-12	6.150754350287002e-10	1.933024805111927e-06	0.9999362230300903	5.394264136933391e-13	1.0377969061892145e-07	1.3694895528715278e-07
G000270185	2	2.0	0.9999994039535522	2.829133242509673e-15	1.214362127642149e-20	0.9999994039535522	4.6212447930849e-12	1.0874185666504e-12	4.999691327611799e-07	3.750127763879618e-09	4.256916433936775e-12	5.544705805604622e-10	1.9752165181241566e-10	7.229566337946247e-13	1.0124384886012194e-07	1.2027256632036326e-13	1.9741507040205164e-10	2.4693691102334325e-12
G000821265	4	4.0	1.0	1.262579485405979e-10	8.396155437573327e-10	2.2209887334988877e-19	1.3904888351845557e-10	1.0	1.7509832472839548e-10	2.859625513815245e-13	2.0630845393599523e-13	4.775547578911299e-12	1.0400563049683953e-10	1.3759186012762825e-09	4.3843284038003194e-12	7.376020502930861e-14	7.104825061610143e-10	3.809199917298445e-12
G000763535	8	8.0	1.0	5.7645687493228465e-18	1.789567588762102e-15	5.0459963423931005e-15	1.0371763262692971e-13	1.289413725531069e-13	4.6032690424082146e-17	6.722327201569397e-21	4.2020106469885243e-13	1.0	7.798990786511695e-09	1.8503551121873407e-11	2.7981176403679697e-13	8.638451113012879e-15	9.295520715722841e-18	1.1987808315461201e-11
G000518305	5	5.0	1.0	1.7223138539333452e-19	1.1199167181748678e-23	8.910346238621969e-09	7.217622595968263e-20	2.2013716804297756e-13	1.0	1.56524505813202e-14	3.4144971463971607e-13	1.1497157004214387e-08	8.565920195380272e-10	2.756654349234111e-10	2.053336251028881e-10	1.2870145053855975e-11	1.931648742868608e-13	9.774982601129523e-09
G001004485	0	0.0	0.999997615814209	0.999997615814209	3.249568862884189e-07	7.874057308954185e-12	3.306229942601213e-11	2.084075134689556e-08	1.4018931793202682e-08	1.4423419962656075e-15	2.1143417894861453e-14	7.189307309196646e-12	1.1750181556913208e-11	1.2304565144560797e-09	1.0098498037791614e-08	2.0651352770073572e-06	1.7425041964891363e-10	5.025830554679367e-13
G001821355	0	0.0	0.999997615814209	0.999997615814209	3.049053653825523e-20	4.014234826705057e-15	4.842844039732968e-17	8.627559387394679e-13	5.241340131009742e-13	9.62273566438371e-17	1.8744974780358125e-17	3.1308076877756833e-18	6.17903214473591e-18	1.923226689015678e-09	6.046932399250693e-11	2.3954798962222412e-06	2.4722306162281533e-15	3.822950983556339e-11
G001787405	12	12.0	0.9999762773513794	2.3725026039755903e-05	8.491209580081815e-13	1.441971542170961e-10	7.42821507680481e-18	1.0318355328151063e-12	5.248086968663189e-15	2.2505909103710036e-20	2.7984764202310206e-16	2.363800073647976e-13	4.4093828588387396e-10	1.3235354479057548e-10	1.6489833110089336e-10	0.9999762773513794	2.4852188622770344e-18	2.3454511222098517e-08
G000759675	2	2.0	0.9999957084655762	6.235770530902454e-17	2.412658206712607e-16	0.9999957084655762	2.027933154735706e-09	1.954237639767431e-11	4.34842240792932e-06	2.0666785990886005e-11	1.5633913688786012e-15	2.9666937224843764e-15	7.048108299247124e-14	3.467090438531717e-13	9.902900721669994e-11	7.660319861074738e-13	2.1475703160245274e-12	4.101294651115417e-11
G001001115	0	0.0	1.0	1.0	2.6641737849467016e-20	2.4488311193020165e-15	9.56392709329813e-17	7.230719915293486e-18	1.2629320800565722e-16	6.631276911229757e-20	1.6250853179943336e-17	9.791712130902035e-22	1.3336168471560455e-16	9.213173979153236e-15	1.272888587068588e-12	2.282952848986497e-08	7.61240617553656e-19	1.47841114350733e-12
G000829355	7	7.0	0.9999986886978149	4.425222688286823e-10	5.173012192216664e-12	8.059939868299004e-12	1.2842473751106809e-09	9.17091749763621e-12	1.7637606652964877e-10	3.2994045273682104e-09	0.9999986886978149	1.6568437732900065e-09	3.831753403460425e-08	4.0534555978410935e-07	8.591549089942419e-07	1.2469640875423238e-09	3.3230012519425145e-08	1.938196048101304e-09
G000526915	4	4.0	1.0	3.027477733221631e-17	2.9320920691411345e-11	4.547960874681832e-15	4.2979941992274775e-16	1.0	1.3980884422989514e-15	1.4594989133100394e-16	5.82165585829203e-16	2.0775386839290295e-19	1.1656707821217083e-09	5.0529254160087755e-17	8.689294943298176e-12	3.464792269422846e-23	2.4709295736211707e-15	1.7713653801211993e-15
G000403315	3	3.0	0.9999686479568481	2.6018765990147248e-17	8.194742801004296e-11	6.527118662181738e-14	0.9999686479568481	1.7394889695321325e-10	3.13160489895381e-05	4.0086383106159584e-13	2.8258155364280224e-12	1.4455730836794285e-18	1.0109587253166567e-14	5.6006324578028455e-11	4.578614110073431e-08	2.7837009363177942e-14	7.154068004666669e-09	4.4675033450403134e-08
G000156575	3	3.0	0.9999998807907104	3.9333603041313836e-10	2.1735274384640193e-16	1.4889604926793254e-07	0.9999998807907104	4.2923196247324213e-11	5.278983916667812e-09	1.288869184989938e-11	6.158998007779748e-13	2.2643965871062563e-19	3.889492962189274e-14	9.55763357346484e-10	4.3732750754088556e-10	2.912749902383993e-11	6.915126249396053e-09	4.3616172007432397e-08
G900100455	7	7.0	1.0	5.497678144707436e-24	5.067043247659886e-14	2.2415117773686386e-25	8.53825474310612e-25	3.39569342154393e-14	1.396909531255051e-16	4.111551964130828e-20	1.0	2.1104183222865516e-17	1.118148795775653e-09	4.877007825365709e-11	1.2337858192783616e-14	5.45021364692371e-32	9.38066814140983e-23	3.5972471837736695e-18
G000472605	10	10.0	0.9999970197677612	6.868916107563225e-14	2.5136276000865824e-21	3.3812197833271718e-12	4.811710752061771e-11	3.739307086192412e-09	8.455530320361504e-08	3.0286813057500694e-08	7.187755954873865e-07	2.530223808250298e-09	6.084542292228434e-08	0.9999970197677612	6.951841413638249e-08	3.804319081979202e-09	3.982521867840205e-09	1.908694230223773e-06
G000022365	13	13.0	1.0	4.994210340419913e-13	1.5055454358483247e-18	3.0362876720344154e-19	5.40093452721637e-17	9.002490593268409e-13	1.8191702785378967e-16	9.81839605657833e-19	2.4120460646249843e-20	7.349835644036796e-16	1.8900965925221227e-21	1.3439440532669877e-11	2.1071898566316083e-12	2.7928439820040245e-17	1.0	6.139478925248909e-10
G001605965	8	8.0	0.999976634979248	2.011831669519062e-18	1.5616101009421728e-14	4.033893081673568e-18	2.1207180841064863e-15	1.2907210023005433e-12	2.5755300693242983e-17	5.727778628190412e-21	1.488549908335024e-11	0.999976634979248	2.3419032004312612e-05	5.581479722849281e-11	9.265553818985084e-14	5.413947980767238e-18	2.4737080236678996e-18	1.585436781859073e-10
G001876095	4	4.0	0.9999974966049194	2.2837070776104973e-11	2.4818541533022653e-06	2.9137123622050357e-14	7.736342816366815e-11	0.9999974966049194	4.1075903935801e-14	1.9720945068076945e-15	6.896901398514149e-15	5.479645556749624e-11	1.5067417313829878e-09	9.938466050130046e-09	1.1316955705886755e-10	2.8409758920378003e-11	5.933402380531305e-11	5.237040801020498e-10
G000428165	2	2.0	0.9999996423721313	1.5200576282242742e-20	5.611382037541983e-21	0.9999996423721313	2.6634214833620717e-09	2.2364349142132284e-13	4.039343366457615e-07	2.014886035794916e-09	4.1079681808624876e-17	5.43656439311313e-12	3.593753536825715e-16	7.276723169337418e-14	2.895800821356431e-10	2.8989336701545215e-14	4.590707154694673e-12	6.435593702912301e-13
G001817875	0	0.0	1.0	1.0	3.160267353060484e-17	3.578974350452067e-18	7.457882116269177e-19	1.0406433584163448e-18	3.702161975022343e-17	1.0348023657022114e-22	3.634905408340759e-18	6.899768120983235e-23	8.198146022854675e-16	1.0932816245262417e-15	8.801113050155296e-13	4.653119223263502e-09	3.4437687324993423e-19	1.5821303685562005e-12
G000220505	8	8.0	0.9999995231628418	1.5394938165794788e-15	8.091187767532426e-13	1.0763285843546717e-21	1.1703026785506165e-12	4.5976847329320947e-11	6.570004173235284e-16	3.13554960403472e-20	4.66466106398292e-17	0.9999995231628418	5.173864110474824e-07	1.4127098380001257e-09	8.89129265005395e-14	4.037226350212149e-14	8.657378170098394e-17	1.156873988966689e-11
G000025405	8	8.0	1.0	3.4476787209449815e-23	1.4841334521020833e-18	9.302662419657955e-23	2.4547692437787427e-12	5.4621953661515565e-12	2.3701227002607787e-15	2.4626080419462275e-25	2.8128036358432418e-11	1.0	4.755237870135431e-10	7.723036619944335e-13	6.1310963698026945e-15	5.084412653486369e-21	1.9453880145844646e-17	8.214777599477308e-14
G000968055	5	5.0	0.9999992847442627	1.427125446414878e-17	4.6360020016098506e-21	6.621279453611351e-07	7.971031612541424e-10	1.2641149520382922e-13	0.9999992847442627	2.7206370836752036e-11	8.766720594468268e-16	7.327842759669023e-13	5.041386579029972e-12	3.0569421993753565e-10	1.471811977848958e-10	9.6836574132661e-14	3.1675849443413284e-11	1.1221377160808288e-09
G900107335	9	9.0	0.9999938011169434	2.1167085011847275e-12	2.9481372898487734e-10	7.084782792984162e-14	1.5940086750543259e-10	3.2750932632552576e-07	2.2752421474647733e-11	8.03178941375842e-17	4.875866377318516e-10	4.551262009044876e-06	0.9999938011169434	1.3065923667454626e-06	2.069485249833747e-09	2.477007661483288e-11	1.7084181291870948e-12	1.4288942473683619e-08
G000463345	8	8.0	0.9999885559082031	8.517567441220192e-17	8.223462058878916e-14	5.000056580747755e-19	3.382587395947545e-12	3.5497421668750917e-10	3.654275893791607e-16	6.155446554906491e-22	8.202538041152119e-13	0.9999885559082031	1.1416942470532376e-05	1.87325421840967e-09	7.704296402233357e-12	4.778073044912987e-15	4.246930553304456e-17	1.9571462506196013e-12
